title,language,country,id,year,first _author_last_name,first _author_first_name,first _author_initials,last _author_last_name,last _author_first_name,last _author_initials,id,abstract
Vaccination Using Gene-Gun Technology.,eng,United States,10.1007/978-1-4939-2815-6_22,2015,Bergmann-Leitner,Elke S,ES,Leitner,Wolfgang W,WW,10.1007/978-1-4939-2815-6_22,"DNA vaccines against infection with Plasmodium have been highly successful in rodent models of malaria and have shown promise in the very limited number of clinical trials conducted so far. The vaccine platform is highly attractive for numerous reasons, such as low cost and a very favorable safety profile. Gene gun delivery of DNA plasmids drastically reduces the vaccine dose and does not only have the potential to make vaccines more accessible and affordable, but also simplifies (a) the testing of novel antigens as vaccine candidates, (b) the testing of antigen combinations, and (c) the co-delivery of antigens with molecular adjuvants such as cytokines or costimulatory molecules. Described in this chapter are the preparation of the inoculum (i.e., DNA plasmids attached to gold particles, coating to the inside of plastic tubing also referred to as gene gun &quot;bullets&quot; or cartridges), the gene gun vaccination procedure, and the challenge of mice with Plasmodium berghei parasites to test the efficacy of the experimental vaccine."
Malaria vaccines: identifying Plasmodium falciparum liver-stage targets.,eng,Switzerland,10.3389/fmicb.2015.00965,2015,Longley,Rhea J,RJ,Spencer,Alexandra J,AJ,10.3389/fmicb.2015.00965,"The development of a highly efficacious and durable vaccine for malaria remains a top priority for global health researchers. Despite the huge rise in recognition of malaria as a global health problem and the concurrent rise in funding over the past 10-15 years, malaria continues to remain a widespread burden. The evidence of increasing resistance to anti-malarial drugs and insecticides is a growing concern. Hence, an efficacious and durable preventative vaccine for malaria is urgently needed. Vaccines are one of the most cost-effective tools and have successfully been used in the prevention and control of many diseases, however, the development of a vaccine for the Plasmodium parasite has proved difficult. Given the early success of whole sporozoite mosquito-bite delivered vaccination strategies, we know that a vaccine for malaria is an achievable goal, with sub-unit vaccines holding great promise as they are simple and cheap to both manufacture and deploy. However a major difficulty in development of sub-unit vaccines lies within choosing the appropriate antigenic target from the 5000 or so genes expressed by the parasite. Given the liver-stage of malaria represents a bottle-neck in the parasite's life cycle, there is widespread agreement that a multi-component sub-unit malaria vaccine should preferably contain a liver-stage target. In this article we review progress in identifying and screening Plasmodium falciparum liver-stage targets for use in a malaria vaccine."
"RTS,S: Toward a first landmark on the Malaria Vaccine Technology Roadmap.",eng,Netherlands,26431982,2015,Kaslow,David C,DC,Biernaux,Sophie,S,26431982,"The Malaria Vaccine Technology Roadmap calls for a 2015 landmark goal of a first-generation malaria vaccine that has protective efficacy against severe disease and death, lasting longer than one year. This review focuses on product development efforts over the last five years of RTS,S, a pre-erythrocytic, recombinant subunit, adjuvanted, candidate malaria vaccine designed with this goal of a first-generation malaria vaccine in mind. RTS,S recently completed a successful pivotal Phase III safety, efficacy and immunogenicity study. Although vaccine efficacy was found to be modest, a substantial number of cases of clinical malaria were averted over a 3-4 years period, particularly in settings of significant disease burden. European regulators have subsequently adopted a positive opinion under the Article 58 procedure for an indication of active immunization of children aged 6 weeks up to 17 months against malaria caused by Plasmodium falciparum and against hepatitis B. Further evaluations of the benefit, risk, feasibility and cost-effectiveness of RTS,S are now anticipated through policy and financing reviews at the global and national levels."
Integrating vector control across diseases.,eng,United Kingdom,10.1186/s12916-015-0491-4,2015,Golding,Nick,N,Lindsay,Steve W,SW,10.1186/s12916-015-0491-4,"BACKGROUND: Vector-borne diseases cause a significant proportion of the overall burden of disease across the globe, accounting for over 10 % of the burden of infectious diseases. Despite the availability of effective interventions for many of these diseases, a lack of resources prevents their effective control. Many existing vector control interventions are known to be effective against multiple diseases, so combining vector control programmes to simultaneously tackle several diseases could offer more cost-effective and therefore sustainable disease reductions.DISCUSSION: The highly successful cross-disease integration of vaccine and mass drug administration programmes in low-resource settings acts a precedent for cross-disease vector control. Whilst deliberate implementation of vector control programmes across multiple diseases has yet to be trialled on a large scale, a number of examples of 'accidental' cross-disease vector control suggest the potential of such an approach. Combining contemporary high-resolution global maps of the major vector-borne pathogens enables us to quantify overlap in their distributions and to estimate the populations jointly at risk of multiple diseases. Such an analysis shows that over 80 % of the global population live in regions of the world at risk from one vector-borne disease, and more than half the world's population live in areas where at least two different vector-borne diseases pose a threat to health. Combining information on co-endemicity with an assessment of the overlap of vector control methods effective against these diseases allows us to highlight opportunities for such integration. Malaria, leishmaniasis, lymphatic filariasis, and dengue are prime candidates for combined vector control. All four of these diseases overlap considerably in their distributions and there is a growing body of evidence for the effectiveness of insecticide-treated nets, screens, and curtains for controlling all of their vectors. The real-world effectiveness of cross-disease vector control programmes can only be evaluated by large-scale trials, but there is clear evidence of the potential of such an approach to enable greater overall health benefit using the limited funds available."
Estimating malaria transmission from humans to mosquitoes in a noisy landscape.,eng,United States,rsif.2015.0478,2015,Reiner,Robert C,RC,Smith,David L,DL,rsif.2015.0478,"A basic quantitative understanding of malaria transmission requires measuring the probability a mosquito becomes infected after feeding on a human. Parasite prevalence in mosquitoes is highly age-dependent, and the unknown age-structure of fluctuating mosquito populations impedes estimation. Here, we simulate mosquito infection dynamics, where mosquito recruitment is modelled seasonally with fractional Brownian noise, and we develop methods for estimating mosquito infection rates. We find that noise introduces bias, but the magnitude of the bias depends on the 'colour' of the noise. Some of these problems can be overcome by increasing the sampling frequency, but estimates of transmission rates (and estimated reductions in transmission) are most accurate and precise if they combine parity, oocyst rates and sporozoite rates. These studies provide a basis for evaluating the adequacy of various entomological sampling procedures for measuring malaria parasite transmission from humans to mosquitoes and for evaluating the direct transmission-blocking effects of a vaccine."
[Development of new vaccines].,spa,Spain,26341041,2015,González-Romo,Fernando,F,Picazo,Juan J,JJ,26341041,"Recent and important advances in the fields of immunology, genomics, functional genomics, immunogenetics, immunogenomics, bioinformatics, microbiology, genetic engineering, systems biology, synthetic biochemistry, proteomics, metabolomics and nanotechnology, among others, have led to new approaches in the development of vaccines. The better identification of ideal epitopes, the strengthening of the immune response due to new adjuvants, and the search of new routes of vaccine administration, are good examples of advances that are already a reality and that will favour the development of more vaccines, their use in indicated population groups, or its production at a lower cost. There are currently more than 130 vaccines are under development against the more wished (malaria or HIV), difficult to get (CMV or RSV), severe re-emerging (Dengue or Ebola), increasing importance (Chagas disease or Leishmania), and nosocomial emerging (Clostridium difficile or Staphylococcus aureus) infectious diseases."
Bacterial membranes enhance the immunogenicity and protective capacity of the surface exposed tick Subolesin-Anaplasma marginale MSP1a chimeric antigen.,eng,Netherlands,26219233,2015,Contreras,Marinela,M,de la Fuente,José,J,26219233,"Ticks are vectors of diseases that affect humans and animals worldwide. Tick vaccines have been proposed as a cost-effective and environmentally sound alternative for tick control. Recently, the Rhipicephalus microplus Subolesin (SUB)-Anaplasma marginale MSP1a chimeric antigen was produced in Escherichia coli as membrane-bound and exposed protein and used to protect vaccinated cattle against tick infestations. In this research, lipidomics and proteomics characterization of the E. coli membrane-bound SUB-MSP1a antigen showed the presence of components with potential adjuvant effect. Furthermore, vaccination with membrane-free SUB-MSP1a and bacterial membranes containing SUB-MSP1a showed that bacterial membranes enhance the immunogenicity of the SUB-MSP1a antigen in animal models. R. microplus female ticks were capillary-fed with sera from pigs orally immunized with membrane-free SUB, membrane bound SUB-MSP1a and saline control. Ticks ingested antibodies added to the blood meal and the effect of these antibodies on reduction of tick weight was shown for membrane bound SUB-MSP1a but not SUB when compared to control. Using the simple and cost-effective process developed for the purification of membrane-bound SUB-MSP1a, endotoxin levels were within limits accepted for recombinant vaccines. These results provide further support for the development of tick vaccines using E. coli membranes exposing chimeric antigens such as SUB-MSP1a."
Development of malaria transmission-blocking vaccines: from concept to product.,eng,United Kingdom,S0065-308X(15)00032-9,2015,Wu,Yimin,Y,Yusibov,Vidadi,V,S0065-308X(15)00032-9,"Despite decades of effort battling against malaria, the disease is still a major cause of morbidity and mortality. Transmission-blocking vaccines (TBVs) that target sexual stage parasite development could be an integral part of measures for malaria elimination. In the 1950s, Huff et al. first demonstrated the induction of transmission-blocking immunity in chickens by repeated immunizations with Plasmodium gallinaceum-infected red blood cells. Since then, significant progress has been made in identification of parasite antigens responsible for transmission-blocking activity. Recombinant technologies accelerated evaluation of these antigens as vaccine candidates, and it is possible to induce effective transmission-blocking immunity in humans both by natural infection and now by immunization with recombinant vaccines. This chapter reviews the efforts to produce TBVs, summarizes the current status and advances and discusses the remaining challenges and approaches."
Can immunological principles and cross-disciplinary science illuminate the path to vaccines for HIV and other global health challenges?,eng,England,rstb.2014.0152,2015,Wilson,Christopher B,CB,Karp,Christopher L,CL,rstb.2014.0152,"Vaccines are one of the most impactful and cost-effective public health measures of the twentieth century. However, there remain great unmet needs to develop vaccines for globally burdensome infectious diseases and to allow more timely responses to emerging infectious disease threats. Recent advances in the understanding of immunological principles operative not just in model systems but in humans in concert with the development and application of powerful new tools for profiling human immune responses, in our understanding of pathogen variation and evolution, and in the elucidation of the structural aspects of antibody-pathogen interactions, have illuminated pathways by which these unmet needs might be addressed. Using these advances as foundation, we herein present a conceptual framework by which the discovery, development and iterative improvement of effective vaccines for HIV, malaria and other globally important infectious diseases might be accelerated."
"Lessons learnt from the first controlled human malaria infection study conducted in Nairobi, Kenya.",eng,United Kingdom,10.1186/s12936-015-0671-x,2015,Hodgson,Susanne H,SH,Marsh,Kevin,K,10.1186/s12936-015-0671-x,"BACKGROUND: Controlled human malaria infection (CHMI) studies, in which healthy volunteers are infected with Plasmodium falciparum to assess the efficacy of novel malaria vaccines and drugs, have become a vital tool to accelerate vaccine and drug development. CHMI studies provide a cost-effective and expeditious way to circumvent the use of large-scale field efficacy studies to deselect intervention candidates. However, to date few modern CHMI studies have been performed in malaria-endemic countries.METHODS: An open-label, randomized pilot CHMI study was conducted using aseptic, purified, cryopreserved, infectious P. falciparum sporozoites (SPZ) (Sanaria® PfSPZ Challenge) administered intramuscularly (IM) to healthy Kenyan adults (n = 28) with varying degrees of prior exposure to P. falciparum. The purpose of the study was to establish the PfSPZ Challenge CHMI model in a Kenyan setting with the aim of increasing the international capacity for efficacy testing of malaria vaccines and drugs, and allowing earlier assessment of efficacy in a population for which interventions are being developed. This was part of the EDCTP-funded capacity development of the CHMI platform in Africa.DISCUSSION: This paper discusses in detail lessons learnt from conducting the first CHMI study in Kenya. Issues pertinent to the African setting, including community sensitization, consent and recruitment are considered. Detailed reasoning regarding the study design (for example, dose and route of administration of PfSPZ Challenge, criteria for grouping volunteers according to prior exposure to malaria and duration of follow-up post CHMI) are given and changes other centres may want to consider for future studies are suggested.CONCLUSIONS: Performing CHMI studies in an African setting presents unique but surmountable challenges and offers great opportunity for acceleration of malaria vaccine and drug development. The reflections in this paper aim to aid other centres and partners intending to use the CHMI model in Africa."
New challenges in modern vaccinology.,eng,England,10.1186/s12865-015-0075-2,2015,Centlivre,Mireille,M,Combadière,Béhazine,B,10.1186/s12865-015-0075-2,"Vaccination has been a major advance for health care, allowing eradication or reduction of incidence and mortality of various infectious diseases. However, there are major pathogens, such as Human Immunodeficiency Virus (HIV) or the causative agent of malaria, for which classical vaccination approaches have failed, therefore requiring new vaccination strategies. The development of new vaccine strategies relies on the ability to identify the challenges posed by these pathogens. Understanding the pathogenesis and correlates of protection for these diseases, our ability to accurately direct immune responses and to vaccinate specific populations are such examples of these roadblocks. In this respect, the use of a robust, cost-effective and predictive animal model that recapitulates features of both human infection and vaccination is currently a much-needed tool. We discuss here the major limitations faced by modern vaccinology and notably, the development of humanized mice for assessing the immune system, along with their potential as vaccine models."
Assessing the economic benefits of vaccines based on the health investment life course framework: a review of a broader approach to evaluate malaria vaccination.,eng,Netherlands,25701316,2015,Constenla,Dagna,D,Constenla,Dagna,D,25701316,"BACKGROUND: Economic evaluations have routinely understated the net benefits of vaccination by not including the full range of economic benefits that accrue over the lifetime of a vaccinated person. Broader approaches for evaluating benefits of vaccination can be used to more accurately calculate the value of vaccination.METHODOLOGY: This paper reflects on the methodology of one such approach - the health investment life course approach - that looks at the impact of vaccine investment on lifetime returns. The role of this approach on vaccine decision-making will be assessed using the malaria health investment life course model example.RESULTS: We describe a framework that measures the impact of a health policy decision on government accounts over many generations. The methodological issues emerging from this approach are illustrated with an example from a recently completed health investment life course analysis of malaria vaccination in Ghana. Beyond the results, various conceptual and practical challenges of applying this framework to Ghana are discussed in this paper.DISCUSSION AND CONCLUSIONS: The current framework seeks to understand how disease and available technologies can impact a range of economic parameters such as labour force participation, education, healthcare consumption, productivity, wages or economic growth, and taxation following their introduction. The framework is unique amongst previous economic models in malaria because it considers future tax revenue for governments. The framework is complementary to cost-effectiveness and budget impact analysis. The intent of this paper is to stimulate discussion on how existing and new methodology can add to knowledge regarding the benefits from investing in new and underutilized vaccines."
Alga-produced malaria transmission-blocking vaccine candidate Pfs25 formulated with a human use-compatible potent adjuvant induces high-affinity antibodies that block Plasmodium falciparum infection of mosquitoes.,eng,United States,IAI.02980-14,2015,Patra,Kailash P,KP,Vinetz,Joseph M,JM,IAI.02980-14,"A vaccine to prevent the transmission of malaria parasites from infected humans to mosquitoes is an important component for the elimination of malaria in the 21st century, yet it remains neglected as a priority of malaria vaccine development. The lead candidate for Plasmodium falciparum transmission-blocking vaccine development, Pfs25, is a sexual stage surface protein that has been produced for vaccine testing in a variety of heterologous expression systems. Any realistic malaria vaccine will need to optimize proper folding balanced against cost of production, yield, and potentially reactogenic contaminants. Here Chlamydomonas reinhardtii microalga-produced recombinant Pfs25 protein was formulated with four different human-compatible adjuvants (alum, Toll-like receptor 4 [TLR-4] agonist glucopyranosal lipid A [GLA] plus alum, squalene-oil-in-water emulsion, and GLA plus squalene-oil-in-water emulsion) and compared for their ability to induce malaria transmission-blocking antibodies. Alga-produced recombinant Pfs25 plus GLA plus squalene-oil-in-water adjuvant induced the highest titer and avidity in IgG antibodies, measured using alga-produced recombinant Pfs25 as the enzyme-linked immunosorbent assay (ELISA) antigen. These antibodies specifically reacted with the surface of P. falciparum macrogametes and zygotes and effectively prevented parasites from developing within the mosquito vector in standard membrane feeding assays. Alga-produced Pfs25 in combination with a human-compatible adjuvant composed of a TLR-4 agonist in a squalene-oil-in-water emulsion is an attractive new vaccine candidate that merits head-to-head comparison with other modalities of vaccine production and administration."
An open source business model for malaria.,eng,United States,10.1371/journal.pone.0117150,2015,Røttingen,John-Arne,JA,Røttingen,John-Arne,JA,10.1371/journal.pone.0117150,"Greater investment is required in developing new drugs and vaccines against malaria in order to eradicate malaria. These precious funds must be carefully managed to achieve the greatest impact. We evaluate existing efforts to discover and develop new drugs and vaccines for malaria to determine how best malaria R&amp;D can benefit from an enhanced open source approach and how such a business model may operate. We assess research articles, patents, clinical trials and conducted a smaller survey among malaria researchers. Our results demonstrate that the public and philanthropic sectors are financing and performing the majority of malaria drug/vaccine discovery and development, but are then restricting access through patents, 'closed' publications and hidden away physical specimens. This makes little sense since it is also the public and philanthropic sector that purchases the drugs and vaccines. We recommend that a more &quot;open source&quot; approach is taken by making the entire value chain more efficient through greater transparency which may lead to more extensive collaborations. This can, for example, be achieved by empowering an existing organization like the Medicines for Malaria Venture (MMV) to act as a clearing house for malaria-related data. The malaria researchers that we surveyed indicated that they would utilize such registry data to increase collaboration. Finally, we question the utility of publicly or philanthropically funded patents for malaria medicines, where little to no profits are available. Malaria R&amp;D benefits from a publicly and philanthropically funded architecture, which starts with academic research institutions, product development partnerships, commercialization assistance through UNITAID and finally procurement through mechanisms like The Global Fund to Fight AIDS, Tuberculosis and Malaria and the U.S.' President's Malaria Initiative. We believe that a fresh look should be taken at the cost/benefit of patents particularly related to new malaria medicines and consider alternative incentives, like WHO prequalification."
Heat-precipitation allows the efficient purification of a functional plant-derived malaria transmission-blocking vaccine candidate fusion protein.,eng,United States,25615702,2015,Beiss,Veronique,V,Fischer,Rainer,R,25615702,"Malaria is a vector-borne disease affecting more than two million people and accounting for more than 600,000 deaths each year, especially in developing countries. The most serious form of malaria is caused by Plasmodium falciparum. The complex life cycle of this parasite, involving pre-erythrocytic, asexual and sexual stages, makes vaccine development cumbersome but also offers a broad spectrum of vaccine candidates targeting exactly those stages. Vaccines targeting the sexual stage of P. falciparum are called transmission-blocking vaccines (TBVs). They do not confer protection for the vaccinated individual but aim to reduce or prevent the transmission of the parasite within a population and are therefore regarded as an essential tool in the fight against the disease. Malaria predominantly affects large populations in developing countries, so TBVs need to be produced in large quantities at low cost. Combining the advantages of eukaryotic expression with a virtually unlimited upscaling potential and a good product safety profile, plant-based expression systems represent a suitable alternative for the production of TBVs. We report here the high level (300 μg/g fresh leaf weight (FLW)) transient expression in Nicotiana benthamiana leaves of an effective TBV candidate based on a fusion protein F0 comprising Pfs25 and the C0-domain of Pfs230, and the implementation of a simple and cost-effective heat treatment step for purification that yields intact recombinant protein at &gt;90% purity with a recovery rate of &gt;70%. The immunization of mice clearly showed that antibodies raised against plant-derived F0 completely blocked the formation of oocysts in a malaria transmission-blocking assay (TBA) making F0 an interesting TBV candidate or a component of a multi-stage malaria vaccine cocktail."
Malaria and the Millennium Development Goals.,eng,England,archdischild-2013-305441,2015,Owens,Stephen,S,Owens,Stephen,S,archdischild-2013-305441,"Malaria, as a key disease of poverty, was singled out for special attention in the Millennium Project of 2000. Recent data suggest that malaria incidence and mortality are now declining all over the world. While these figures are cause for celebration, they must be interpreted carefully and with caution, particularly in relation to Africa. There are daunting challenges ahead for those working to achieve malaria eradication, not least of which is the poor quality of the data on which the work is based. In the absence of an affordable and fully effective vaccine, international funding for malaria control needs to be escalated still further. The money is essential to pay for universal access to a set of simple and proven interventions which would save the lives of millions of children over the next 15 years."
Protective efficacy and safety of liver stage attenuated malaria parasites.,eng,England,srep26824,2016,Kumar,Hirdesh,H,Frischknecht,Friedrich,F,srep26824,"During the clinically silent liver stage of a Plasmodium infection the parasite replicates from a single sporozoite into thousands of merozoites. Infection of humans and rodents with large numbers of sporozoites that arrest their development within the liver can cause sterile protection from subsequent infections. Disruption of genes essential for liver stage development of rodent malaria parasites has yielded a number of attenuated parasite strains. A key question to this end is how increased attenuation relates to vaccine efficacy. Here, we generated rodent malaria parasite lines that arrest during liver stage development and probed the impact of multiple gene deletions on attenuation and protective efficacy. In contrast to P. berghei strain ANKA LISP2(-) or uis3(-) single knockout parasites, which occasionally caused breakthrough infections, the double mutant lacking both genes was completely attenuated even when high numbers of sporozoites were administered. However, different vaccination protocols showed that LISP2(-) parasites protected better than uis3(-) and double mutants. Hence, deletion of several genes can yield increased safety but might come at the cost of protective efficacy."
Transmission blocking potency and immunogenicity of a plant-produced Pvs25-based subunit vaccine against Plasmodium vivax.,ENG,NA,27177945,2016,Blagborough,A M,AM,Yusibov,V,V,27177945,"Malaria transmission blocking (TB) vaccines (TBVs) directed against proteins expressed on the sexual stages of Plasmodium parasites are a potentially effective means to reduce transmission. Antibodies induced by TBVs block parasite development in the mosquito, and thus inhibit transmission to further human hosts. The ookinete surface protein P25 is a primary target for TBV development. Recently, transient expression in plants using hybrid viral vectors has demonstrated potential as a strategy for cost-effective and scalable production of recombinant vaccines. Using a plant virus-based expression system, we produced recombinant P25 protein of Plasmodium vivax (Pvs25) in Nicotiana benthamiana fused to a modified lichenase carrier protein. This candidate vaccine, Pvs25-FhCMB, was purified, characterized and evaluated for immunogenicity and efficacy using multiple adjuvants in a transgenic rodent model. An in vivo TB effect of up to a 65% reduction in intensity and 54% reduction in prevalence was observed using Abisco-100 adjuvant. The ability of this immunogen to induce a TB response was additionally combined with heterologous prime-boost vaccination with viral vectors expressing Pvs25. Significant blockade was observed when combining both platforms, achieving a 74% and 68% reduction in intensity and prevalence, respectively. This observation was confirmed by direct membrane feeding on field P. vivax samples, resulting in reductions in intensity/prevalence of 85.3% and 25.5%. These data demonstrate the potential of this vaccine candidate and support the feasibility of expressing Plasmodium antigens in a plant-based system for the production of TBVs, while demonstrating the potential advantages of combining multiple vaccine delivery systems to maximize efficacy."
Bacterial superglue enables easy development of efficient virus-like particle based vaccines.,eng,England,10.1186/s12951-016-0181-1,2016,Thrane,Susan,S,Sander,Adam F,AF,10.1186/s12951-016-0181-1,"BACKGROUND: Virus-like particles (VLPs) represent a significant advance in the development of subunit vaccines, combining high safety and efficacy. Their particulate nature and dense repetitive subunit organization makes them ideal scaffolds for display of vaccine antigens. Traditional approaches for VLP-based antigen display require labor-intensive trial-and-error optimization, and often fail to generate dense antigen display. Here we utilize the split-intein (SpyTag/SpyCatcher) conjugation system to generate stable isopeptide bound antigen-VLP complexes by simply mixing of the antigen and VLP components.RESULTS: Genetic fusion of SpyTag or SpyCatcher to the N-terminus and/or C-terminus of the Acinetobacter phage AP205 capsid protein resulted in formation of stable, nonaggregated VLPs expressing one SpyCatcher, one SpyTag or two SpyTags per capsid protein. Mixing of spy-VLPs with eleven different vaccine antigens fused to SpyCatcher or SpyTag resulted in formation of antigen-VLP complexes with coupling efficiencies (% occupancy of total VLP binding sites) ranging from 22-88 %. In mice, spy-VLP vaccines presenting the malaria proteins Pfs25 or VAR2CSA markedly increased antibody titer, affinity, longevity and functional efficacy compared to corresponding vaccines employing monomeric proteins. The spy-VLP vaccines also effectively broke B cell self-tolerance and induced potent and durable antibody responses upon vaccination with cancer or allergy-associated self-antigens (PD-L1, CTLA-4 and IL-5).CONCLUSIONS: The spy-VLP system constitutes a versatile and rapid method to develop highly immunogenic VLP-based vaccines. Our data provide proof-of-concept for the technology's ability to present complex vaccine antigens to the immune system and elicit robust functional antibody responses as well as to efficiently break B cell self-tolerance. The spy-VLP-system may serve as a generic tool for the cost-effective development of effective VLP-vaccines against both infectious- and non-communicable diseases and could facilitate rapid and unbiased screening of vaccine candidate antigens."
Stakeholders' opinions and questions regarding the anticipated malaria vaccine in Tanzania.,eng,England,10.1186/s12936-016-1209-6,2016,Mtenga,Sally,S,Kafuruki,Shubi,S,10.1186/s12936-016-1209-6,"BACKGROUND: Within the context of combined interventions, malaria vaccine may provide additional value in malaria prevention. Stakeholders' perspectives are thus critical for informed recommendation of the vaccine in Tanzania. This paper presents the views of stakeholders with regards to malaria vaccine in 12 Tanzanian districts.METHODS: Quantitative and qualitative methods were employed. A structured questionnaire was administered to 2123 mothers of under five children. Forty-six in-depth interviews and 12 focus group discussions were conducted with teachers, religious leaders, community health workers, health care professionals, and scientists. Quantitative data analysis involved frequency distributions and cross tabulations using Chi square test to determine the association between malaria vaccine acceptability and independent variables. Qualitative data were analysed thematically.RESULTS: Overall, 84.2 % of the mothers had perfect acceptance of malaria vaccine. Acceptance varied significantly according to religion, occupation, tribe and region (p &lt; 0.001). Ninety two percent reported that they will accept the malaria vaccine despite the need to continue using insecticide-treated nets (ITNs), while 88.4 % reported that they will accept malaria vaccine even if their children get malaria less often than non-vaccinated children. Qualitative results revealed that the positive opinions towards malaria vaccine were due to a need for additional malaria prevention strategies and expectations that the vaccine will reduce visits to the health facility, deaths, malaria episodes and treatment-related expenses. Vaccine related questions included its side effects, efficacy, protective duration, composition, interaction with other medications, provision schedule, availability to the pregnant women, mode of administration (oral or injection?) and whether a child born of HIV virus or with a chronic illness will be eligible for the vaccine?CONCLUSION: Stakeholders had high acceptance and positive opinions towards the combined use of the anticipated malaria vaccine and ITNs, and that their acceptance remains high even when the vaccine may not provide full protection, this is a crucial finding for malaria vaccine policy decisions in Tanzania. An inclusive communication strategy should be designed to address the stakeholders' questions through a process that should engage and be implemented by communities and health care professionals. Social cultural aspects associated with vaccine acceptance should be integrated in the communication strategy."
Nontyphoidal salmonella disease: Current status of vaccine research and development.,ENG,NA,27032517,2016,Tennant,Sharon M,SM,Khan,M Imran,MI,27032517,"Among more than 2500 nontyphoidal Salmonella enterica (NTS) serovars, S. enterica serovar Typhimurium and S. enterica serovar Enteritidis account for approximately fifty percent of all human isolates of NTS reported globally. The global incidence of NTS gastroenteritis in 2010 was estimated to be 93 million cases, approximately 80 million of which were contracted via food-borne transmission. It is estimated that 155,000 deaths resulted from NTS in 2010. NTS also causes severe, extra-intestinal, invasive bacteremia, referred to as invasive nontyphoidal Salmonella (iNTS) disease. iNTS disease usually presents as a febrile illness, frequently without gastrointestinal symptoms, in both adults and children. Symptoms of iNTS are similar to malaria, often including fever (&gt;90%) and splenomegaly (&gt;40%). The underlying reasons for the high rates of iNTS disease in Africa are still being elucidated. Evidence from animal and human studies supports the feasibility of developing a safe and effective vaccine against iNTS. Both antibodies and complement can kill Salmonella species in vitro. Proof-of-principle studies in animal models have demonstrated efficacy for live attenuated and subunit vaccines that target the O-antigens, flagellin proteins, and other outer membrane proteins of serovars Typhimurium and Enteritidis. More recently, a novel delivery strategy for NTS vaccines has been developed: the Generalized Modules for Membrane Antigens (GMMA) technology which presents surface polysaccharides and outer membrane proteins in their native conformation. GMMA technology is self-adjuvanting, as it delivers multiple pathogen-associated molecular pattern molecules. GMMA may be particularly relevant for low- and middle-income countries as it has the potential for high immunologic potency at a low cost and involves a relatively simple production process without the need for complex conjugation. Several vaccines for the predominant NTS serovars Typhimurium and Enteritidis, are currently under development."
"Differential T-cell responses to a chimeric Plasmodium falciparum antigen; UB05-09, correlates with acquired immunity to malaria.",eng,England,27012849,2016,Dinga,J N,JN,Titanji,V P K,VP,27012849,"The development of a sterilizing and cost-effective vaccine against malaria remains a major problem despite recent advances. In this study, it is demonstrated that two antigens of P. falciparum UB05, UB09 and their chimera UB05-09 can serve as protective immunity markers by eliciting higher T-cell responses in malaria semi-immune subjects (SIS) than in frequently sick subjects (FSS) and could be used to distinguish these two groups. UB05, UB09 and UB05-09 were cloned, expressed in E. coli, purified and used to stimulate PBMCs isolated from 63 subjects in a malaria endemic area, for IFN-γ production, which was measured by the ELISpot assay. The polymorphism of UB09 gene in the malaria infected population was also studied by PCR/sequencing of the gene in P. falciparum field isolates. All three antigens were preferentially recognized by PBMCs from SIS. IFN-γ production induced by these antigens correlated with the absence of fever and parasitaemia. UB09 was shown to be relatively well-conserved in nature. It is concluded that UB05, UB09 and the chimera UB05-09 posses T-cell epitopes that are associated with protection against malaria and could thus be used to distinguish SIS from FSS eventhough acute infection with malaria has been shown to reduce cytokine production in some studies. Further investigations of these antigens as potential diagnostic and/or vaccine candidates for malaria are indicated."
Multi-year optimization of malaria intervention: a mathematical model.,eng,England,10.1186/s12936-016-1182-0,2016,Dudley,Harry J,HJ,Martonosi,Susan E,SE,10.1186/s12936-016-1182-0,"BACKGROUND: Malaria is a mosquito-borne, lethal disease that affects millions and kills hundreds of thousands of people each year, mostly children. There is an increasing need for models of malaria control. In this paper, a model is developed for allocating malaria interventions across geographic regions and time, subject to budget constraints, with the aim of minimizing the number of person-days of malaria infection.METHODS: The model considers a range of several conditions: climatic characteristics, treatment efficacy, distribution costs, and treatment coverage. An expanded susceptible-infected-recovered compartment model for the disease dynamics is coupled with an integer linear programming model for selecting the disease interventions. The model produces an intervention plan for all regions, identifying which combination of interventions, with which level of coverage, to use in each region and year in a 5-year planning horizon.RESULTS: Simulations using the model yield high-level, qualitative insights on optimal intervention policies: The optimal intervention policy is different when considering a 5-year time horizon than when considering only a single year, due to the effects that interventions have on the disease transmission dynamics. The vaccine intervention is rarely selected, except if its assumed cost is significantly lower than that predicted in the literature. Increasing the available budget causes the number of person-days of malaria infection to decrease linearly up to a point, after which the benefit of increased budget starts to taper. The optimal policy is highly dependent on assumptions about mosquito density, selecting different interventions for wet climates with high density than for dry climates with low density, and the interventions are found to be less effective at controlling malaria in the wet climates when attainable intervention coverage is 60 % or lower. However, when intervention coverage of 80 % is attainable, then malaria prevalence drops quickly in all geographic regions, even when factoring in the greater expense of the higher coverage against a constant budget.CONCLUSIONS: The model provides a qualitative decision-making tool to weigh alternatives and guide malaria eradication efforts. A one-size-fits-all campaign is found not to be cost-effective; it is better to consider geographic variations and changes in malaria transmission over time when determining intervention strategies."
