"","title","language","country","id","year","month","day","affiliation","first _author_last_name","first _author_first_name","first _author_initials","last _author_last_name","last _author_first_name","last _author_initials","all_authors","abstract","url"
"800","The impact of conditional cash transfers on child health in low- and middle-income countries: a systematic review.","eng","Switzerland","10.1007/s00038-014-0570-x",2014,6,6,"Bureau of Integrated Rural Development, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana, eowusuaddo@yahoo.co.uk.","Owusu-Addo","Ebenezer","E","Cross","Ruth","R","Ebenezer Owusu-Addo, Ruth Cross","OBJECTIVES: The review aimed to assess the effectiveness of conditional cash transfers (CCTs) in improving child health in low- and middle-income countries.METHODS: Seven electronic databases were searched for papers: MEDLINE, EMBASE, PubMed, PsychINFO, BIOSIS Previews, Academic Search Complete, and CSA Sociological Abstracts. The included studies comprised of randomised controlled trials and controlled before-and-after studies evaluating the impact of CCTs on child health. Due to the substantial heterogeneity of the studies, a narrative synthesis was conducted on the extracted data.RESULTS: Sixteen studies predominantly from Latin American countries met the inclusion criteria. The outcomes reported by the studies in relation to CCTs' effectiveness in improving child health were reduction in morbidity risk, improvement in nutritional outcomes, health services utilisation, and immunisation coverage.CONCLUSIONS: The review suggests that to a large extent, CCTs are effective in improving child health by addressing child health determinants such as access to health care, child and maternal nutrition, morbidity risk, immunisation coverage, and household poverty in developing countries particularly middle-income countries. Of importance to both policy and practice, it appears that CCTs require effective functioning of health care systems to effectively promote child health.","http://www.ncbi.nlm.nih.gov/pubmed/?term=10.1007/s00038-014-0570-x"
"801","Effectiveness of pneumococcal conjugate vaccine and rotavirus vaccine introduction into the South African public immunisation programme.","eng","South Africa","24893498",2014,6,5,NA,"Madhi","S A","SA","Ngcobo","N","N","S A Madhi, L Bamford, N Ngcobo","Immunisation has contributed greatly to the control of vaccine-preventable diseases and therefore to improvements in health and survival, especially among young children, and remains one of the most successful and cost-effective public health interventions. This remains true for many of the newer, more expensive vaccines. Vaccines against invasive pneumococcal disease and rotavirus infection were introduced into the South African Expanded Programme on Immunization in April 2009. This article describes the rationale for and process of the introduction of these two vaccines, pneumococcal conjugate vaccine and rotavirus vaccine. It also aims to evaluate the success of and challenges related to their introduction, in terms of both achieving universal coverage and improving survival and health in South African children.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24893498"
"802","Human papillomavirus (HPV) type 16 E7 protein bodies cause tumour regression in mice.","eng","England","1471-2407-14-367",2014,6,3,"Department of Molecular and Cell Biology, University of Cape Town, Private Bag X3, Cape Town, Rondebosch 7700, South Africa. Inga.Hitzeroth@uct.ac.za.","Whitehead","Mark","M","Rybicki","Edward P","EP","Mark Whitehead, Peter Ohlschläger, Fahad N Almajhdi, Leonor Alloza, Pablo Marzábal, Ann E Meyers, Inga I Hitzeroth, Edward P Rybicki","BACKGROUND: Human papillomaviruses (HPV) are the causative agents of cervical cancer in women, which results in over 250 000 deaths per year. Presently there are two prophylactic vaccines on the market, protecting against the two most common high-risk HPV types 16 and 18. These vaccines remain very expensive and are not generally affordable in developing countries where they are needed most. Additionally, there remains a need to treat women that are already infected with HPV, and who have high-grade lesions or cervical cancer.METHODS: In this paper, we characterize the immunogenicity of a therapeutic vaccine that targets the E7 protein of the most prevalent high-risk HPV - type 16 - the gene which has previously been shown to be effective in DNA vaccine trials in mice. The synthetic shuffled HPV-16 E7 (16E7SH) has lost its transforming properties but retains all naturally-occurring CTL epitopes. This was genetically fused to Zera®, a self-assembly domain of the maize γ-zein able to induce the accumulation of recombinant proteins into protein bodies (PBs), within the endoplasmic reticulum in a number of expression systems.RESULTS: High-level expression of the HPV 16E7SH protein fused to Zera® in plants was achieved, and the protein bodies could be easily and cost-effectively purified. Immune responses comparable to the 16E7SH DNA vaccine were demonstrated in the murine model, with the protein vaccine successfully inducing a specific humoral as well as cell mediated immune response, and mediating tumour regression.CONCLUSIONS: The fusion of 16E7SH to the Zera® peptide was found to enhance the immune responses, presumably by means of a more efficient antigen presentation via the protein bodies. Interestingly, simply mixing the free PBs and 16E7SH also enhanced immune responses, indicating an adjuvant activity for the Zera® PBs.","http://www.ncbi.nlm.nih.gov/pubmed/?term=1471-2407-14-367"
"803","Modeling optimal cervical cancer prevention strategies in Nigeria.","eng","England","1471-2407-14-365",2014,6,3,"Health Economics, Global Vaccines Development, GlaxoSmithKline Vaccines, Avenue Fleming 20 B-1300, Wavre, Belgium. nadia.x.demarteau@gsk.com.","Demarteau","Nadia","N","Adewole","Isaac F","IF","Nadia Demarteau, Imran O Morhason-Bello, Babatunde Akinwunmi, Isaac F Adewole","BACKGROUND: This study aims to assess the most efficient combinations of vaccination and screening coverage for the prevention of cervical cancer (CC) at different levels of expenditure in Nigeria.METHODS: An optimization procedure, using a linear programming approach and requiring the use of two models (an evaluation and an optimization model), was developed. The evaluation model, a Markov model, estimated the annual number of CC cases at steady state in a population of 100,000 women for four alternative strategies: screening only; vaccination only; screening and vaccination; and no prevention. The results of the Markov model for each scenario were used as inputs to the optimization model determining the optimal proportion of the population to receive screening and/or vaccination under different scenarios. The scenarios varied by available budget, maximum screening and vaccination coverage, and overall reachable population.RESULTS: In the base-case optimization model analyses, with a coverage constraint of 20% for one lifetime screening, 95% for vaccination and a budget constraint of $1 per woman per year to minimize CC incidence, the optimal mix of prevention strategies would result in a reduction of CC incidence of 31% (3-dose vaccination available) or 46% (2-dose vaccination available) compared with CC incidence pre-vaccination. With a 3-dose vaccination schedule, the optimal combination of the different strategies across the population would be 20% screening alone, 39% vaccination alone and 41% with no prevention, while with a 2-dose vaccination schedule the optimal combination would be 71% vaccination alone, and 29% with no prevention. Sensitivity analyses indicated that the results are sensitive to the constraints included in the optimization model as well as the cervical intraepithelial neoplasia (CIN) and CC treatment cost.CONCLUSIONS: The results of the optimization model indicate that, in Nigeria, the most efficient allocation of a limited budget would be to invest in both vaccination and screening with a 3-dose vaccination schedule, and in vaccination alone before implementing a screening program with a 2-dose vaccination schedule.","http://www.ncbi.nlm.nih.gov/pubmed/?term=1471-2407-14-365"
"804","Use of Vibrio cholerae vaccine in an outbreak in Guinea.","eng","United States","10.1056/NEJMoa1312680",2014,5,30,"From Epicentre (F.J.L., L.G., A.-L.P., R.F.G.), African Cholera Surveillance Network, Agence de Médicine Préventive (K.S., M.A.M.), and National Reference Center for Vibrios and Cholera, Enteric Bacterial Pathogens Research and Expertise Unit, Institut Pasteur (M.-L.Q.) - all in Paris; Médecins sans Frontières, Geneva (L.G., I.C., M.S., D.L.); Ministry of Health (K.S.), Direction Préfectorale de la Santé (B.T.) and Research and Documentation Service, Ministry of Health (A.A.D.), Médecins sans Frontières (M.H.), and World Health Organization (C.I.) - all in Conakry, Guinea; and the Department of Microbiology, University of Valladolid, Valladolid, Spain (J.M.E.).","Luquero","Francisco J","FJ","Grais","Rebecca F","RF","Francisco J Luquero, Lise Grout, Iza Ciglenecki, Keita Sakoba, Bala Traore, Melat Heile, Alpha Amadou Diallo, Christian Itama, Anne-Laure Page, Marie-Laure Quilici, Martin A Mengel, Jose Maria Eiros, Micaela Serafini, Dominique Legros, Rebecca F Grais","BACKGROUND: The use of vaccines to prevent and control cholera is currently under debate. Shanchol is one of the two oral cholera vaccines prequalified by the World Health Organization; however, its effectiveness under field conditions and the protection it confers in the first months after administration remain unknown. The main objective of this study was to estimate the short-term effectiveness of two doses of Shanchol used as a part of the integrated response to a cholera outbreak in Africa.METHODS: We conducted a matched case-control study in Guinea between May 20 and October 19, 2012. Suspected cholera cases were confirmed by means of a rapid test, and controls were selected among neighbors of the same age and sex as the case patients. The odds of vaccination were compared between case patients and controls in bivariate and adjusted conditional logistic-regression models. Vaccine effectiveness was calculated as (1-odds ratio)×100.RESULTS: Between June 8 and October 19, 2012, we enrolled 40 case patients and 160 controls in the study for the primary analysis. After adjustment for potentially confounding variables, vaccination with two complete doses was associated with significant protection against cholera (effectiveness, 86.6%; 95% confidence interval, 56.7 to 95.8; P=0.001).CONCLUSIONS: In this study, Shanchol was effective when used in response to a cholera outbreak in Guinea. This study provides evidence supporting the addition of vaccination as part of the response to an outbreak. It also supports the ongoing efforts to establish a cholera vaccine stockpile for emergency use, which would enhance outbreak prevention and control strategies. (Funded by Médecins sans Frontières.).","http://www.ncbi.nlm.nih.gov/pubmed/?term=10.1056/NEJMoa1312680"
"805","Oral cholera vaccine campaign among internally displaced persons in South Sudan.","eng","Switzerland","24864347",2014,5,28,NA,NA,NA,NA,NA,NA,NA,"NA NA","","http://www.ncbi.nlm.nih.gov/pubmed/?term=24864347"
"806","Current status of rabies and prospects for elimination.","eng","England","S0140-6736(13)62707-5",2014,5,16,"Animal Health and Veterinary Laboratories Agency (AHVLA, Weybridge), New Haw, Addlestone, UK; WHO Communicable Disease Surveillance and Response Collaborating Centre for the Characterisation of Rabies and Rabies-related Viruses, Addlestone, Weybridge, UK; Department of Clinical Infection, Microbiology and Immunology, Institute of Infection and Global Health, University of Liverpool, Liverpool, UK; National Consortium for Zoonosis Research, University of Liverpool, Leahurst, Neston, UK. Electronic address: Tony.Fooks@ahvla.gsi.gov.uk.","Fooks","Anthony R","AR","Jackson","Alan C","AC","Anthony R Fooks, Ashley C Banyard, Daniel L Horton, Nicholas Johnson, Lorraine M McElhinney, Alan C Jackson","Rabies is one of the most deadly infectious diseases, with a case-fatality rate approaching 100%. The disease is established on all continents apart from Antarctica; most cases are reported in Africa and Asia, with thousands of deaths recorded annually. However, the estimated annual figure of almost 60,000 human rabies fatalities is probably an underestimate. Almost all cases of human rabies result from bites from infected dogs. Therefore, the most cost-effective approach to elimination of the global burden of human rabies is to control canine rabies rather than expansion of the availability of human prophylaxis. Mass vaccination campaigns with parenteral vaccines, and advances in oral vaccines for wildlife, have allowed the elimination of rabies in terrestrial carnivores in several countries worldwide. The subsequent reduction in cases of human rabies in such regions advocates the multidisciplinary One Health approach to rabies control through the mass vaccination of dogs and control of canine populations.","http://www.ncbi.nlm.nih.gov/pubmed/?term=S0140-6736(13)62707-5"
"807","The benefits of redesigning Benin's vaccine supply chain.","eng","Netherlands","24814550",2014,5,13,"Pittsburgh Supercomputing Center (PSC), Pittsburgh, PA, USA.","Brown","Shawn T","ST","Lee","Bruce Y","BY","Shawn T Brown, Benjamin Schreiber, Brigid E Cakouros, Angela R Wateska, Hamadou M Dicko, Diana L Connor, Philippe Jaillard, Mercy Mvundura, Bryan A Norman, Carol Levin, Jayant Rajgopal, Mélanie Avella, Caroline Lebrun, Erin Claypool, Proma Paul, Bruce Y Lee","INTRODUCTION: New vaccine introductions have put strains on vaccine supply chains around the world. While increasing storage and transportation may be the most straightforward options, it is also important to consider what financial and operational benefits can be incurred. In 2012, suboptimal vaccine coverage and impending vaccine introductions prompted the Republic of Benin's Ministry of Health (MOH) to explore ways to improve their vaccine supply chain.METHODS: Working alongside the Beninese MOH, we utilized our computational model, HERMES, to explore the impact on cost and vaccine availability of three possible options: (1) consolidating the Commune level to a Health Zone level, (2) removing the Commune level completely, and (3) removing the Commune level and expanding to 12 Department Stores. We also analyzed the impact of adding shipping loops during delivery.RESULTS: At baseline, new vaccine introductions without any changes to the current system increased the logistics cost per dose ($0.23 to $0.26) and dropped the vaccine availability to 71%. While implementing the Commune level removal scenario had the same capital costs as implementing the Health Zone scenario, the Health Zone scenario had lower operating costs. This increased to an overall cost savings of $504,255 when implementing shipping loops.DISCUSSION: The best redesign option proved to be the synergistic approach of converting to the Health Zone design and using shipping loops (serving ten Health Posts/loop). While a transition to either redesign or only adding shipping loops was beneficial, implementing a redesign option and shipping loops can yield both lower capital expenditures and operating costs.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24814550"
"808","Yellow Fever in Africa: estimating the burden of disease and impact of mass vaccination from outbreak and serological data.","eng","United Kingdom","10.1371/journal.pmed.1001638",2014,5,8,"MRC Centre for Outbreak Analysis, Department of Infectious Disease Epidemiology, Imperial College London, United Kingdom.","Garske","Tini","T","Hutubessy","Raymond","R","Tini Garske, Maria D Van Kerkhove, Sergio Yactayo, Olivier Ronveaux, Rosamund F Lewis, J Erin Staples, William Perea, Neil M Ferguson, Donald Burke, Fernando De La Hoz, Bryan Grenfell, Peter M Hansen, Raymond Hutubessy","BACKGROUND: Yellow fever is a vector-borne disease affecting humans and non-human primates in tropical areas of Africa and South America. While eradication is not feasible due to the wildlife reservoir, large scale vaccination activities in Africa during the 1940s to 1960s reduced yellow fever incidence for several decades. However, after a period of low vaccination coverage, yellow fever has resurged in the continent. Since 2006 there has been substantial funding for large preventive mass vaccination campaigns in the most affected countries in Africa to curb the rising burden of disease and control future outbreaks. Contemporary estimates of the yellow fever disease burden are lacking, and the present study aimed to update the previous estimates on the basis of more recent yellow fever occurrence data and improved estimation methods.METHODS AND FINDINGS: Generalised linear regression models were fitted to a dataset of the locations of yellow fever outbreaks within the last 25 years to estimate the probability of outbreak reports across the endemic zone. Environmental variables and indicators for the surveillance quality in the affected countries were used as covariates. By comparing probabilities of outbreak reports estimated in the regression with the force of infection estimated for a limited set of locations for which serological surveys were available, the detection probability per case and the force of infection were estimated across the endemic zone. The yellow fever burden in Africa was estimated for the year 2013 as 130,000 (95% CI 51,000-380,000) cases with fever and jaundice or haemorrhage including 78,000 (95% CI 19,000-180,000) deaths, taking into account the current level of vaccination coverage. The impact of the recent mass vaccination campaigns was assessed by evaluating the difference between the estimates obtained for the current vaccination coverage and for a hypothetical scenario excluding these vaccination campaigns. Vaccination campaigns were estimated to have reduced the number of cases and deaths by 27% (95% CI 22%-31%) across the region, achieving up to an 82% reduction in countries targeted by these campaigns. A limitation of our study is the high level of uncertainty in our estimates arising from the sparseness of data available from both surveillance and serological surveys.CONCLUSIONS: With the estimation method presented here, spatial estimates of transmission intensity can be combined with vaccination coverage levels to evaluate the impact of past or proposed vaccination campaigns, thereby helping to allocate resources efficiently for yellow fever control. This method has been used by the Global Alliance for Vaccines and Immunization (GAVI Alliance) to estimate the potential impact of future vaccination campaigns.","http://www.ncbi.nlm.nih.gov/pubmed/?term=10.1371/journal.pmed.1001638"
"809","Willingness to pay for contagious bovine pleuropneumonia vaccination in Narok South District of Kenya.","eng","United Kingdom","24774477",2014,4,30,"International Livestock Research Institute, P.O. Box 30709, 00100 Nairobi, Kenya; University of Reading, Whiteknights, P.O. Box 217, Reading, Berkshire RG6 6AH, UK. Electronic address: swwanyoike@yahoo.com.","Kairu-Wanyoike","Salome W","SW","McKeever","Declan","D","Salome W Kairu-Wanyoike, Simeon Kaitibie, Claire Heffernan, Nick M Taylor, George K Gitau, Henry Kiara, Declan McKeever","Contagious bovine pleuropneumonia (CBPP) is an economically important trans-boundary cattle disease which affects food security and livelihoods. A conjoint analysis-contingent valuation was carried out on 190 households in Narok South District of Kenya to measure willingness to pay (WTP) and demand for CBPP vaccine and vaccination as well as factors affecting WTP. The mean WTP was calculated at Kenya Shillings (KSh) 212.48 (USD 3.03) for vaccination using a vaccine with the characteristics that were preferred by the farmers (preferred vaccine and vaccination) and KSh -71.45 (USD -1.02) for the currently used vaccine and vaccination. The proportion of farmers willing to pay an amount greater than zero was 66.7% and 34.4% for the preferred and current vaccine and vaccination respectively. About one third (33.3%) of farmers would need to be compensated an average amount of KSh 1162.62 (USD 13.68) per animal to allow their cattle to be vaccinated against CBPP using the preferred vaccine and vaccination. About two-thirds (65.6%) of farmers would need to be compensated an average amount of KSh 853.72 (USD 12.20) per animal to allow their cattle to be vaccinated against CBPP using the current vaccine and vaccination. The total amount of compensation would be KSh 61.39 million (USD 0.88 million) for the preferred vaccine and vaccination and KSh 90.15 million (USD 1.29 million) for the current vaccine and vaccination. Demand curves drawn from individual WTP demonstrated that only 59% and 27% of cattle owners with a WTP greater than zero were willing to pay a benchmark cost of KSh 34.60 for the preferred and current vaccine respectively. WTP was negatively influenced by the attitude about household economic situation (p=0.0078), presence of cross breeds in the herd (p&lt;0.0001) and years since CBPP had been experienced in the herd (p=0.0375). It was positively influenced by education (p=0.0251) and the practice of treating against CBPP (p=0.0432). The benefit cost ratio (BCR) for CBPP vaccination was 2.9-6.1 depending on the vaccination programme. In conclusion, although a proportion of farmers was willing to pay, participation levels may be lower than those required to interrupt transmission of CBPP. Households with characteristics that influence WTP negatively need persuasion to participate in CBPP vaccination. It is economically worthwhile to vaccinate against CBPP. A benefit cost analysis (BCA) using aggregated WTP as benefits can be used as an alternative method to the traditional BCA which uses avoided production losses (new revenue) and costs saved as benefits.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24774477"
"810","Placebo use in vaccine trials: recommendations of a WHO expert panel.","eng","United Kingdom","24768580",2014,4,29,"Department of Social Science, Health &amp; Medicine, King's College London, Strand, London WC2R 2LS, United Kingdom. Electronic address: annette.rid@kcl.ac.uk.","Rid","Annette","A","Smith","Peter G","PG","Annette Rid, Abha Saxena, Abdhullah H Baqui, Anant Bhan, Julie Bines, Marie-Charlotte Bouesseau, Arthur Caplan, James Colgrove, Ames Dhai, Rita Gomez-Diaz, Shane K Green, Gagandeep Kang, Rosanna Lagos, Patricia Loh, Alex John London, Kim Mulholland, Pieter Neels, Punee Pitisuttithum, Samba Cor Sarr, Michael Selgelid, Mark Sheehan, Peter G Smith","Vaccines are among the most cost-effective interventions against infectious diseases. Many candidate vaccines targeting neglected diseases in low- and middle-income countries are now progressing to large-scale clinical testing. However, controversy surrounds the appropriate design of vaccine trials and, in particular, the use of unvaccinated controls (with or without placebo) when an efficacious vaccine already exists. This paper specifies four situations in which placebo use may be acceptable, provided that the study question cannot be answered in an active-controlled trial design; the risks of delaying or foregoing an efficacious vaccine are mitigated; the risks of using a placebo control are justified by the social and public health value of the research; and the research is responsive to local health needs. The four situations are: (1) developing a locally affordable vaccine, (2) evaluating the local safety and efficacy of an existing vaccine, (3) testing a new vaccine when an existing vaccine is considered inappropriate for local use (e.g. based on epidemiologic or demographic factors), and (4) determining the local burden of disease.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24768580"
"811","Control of contagious bovine pleuropneumonia: knowledge, attitudes, perceptions and practices in Narok district of Kenya.","eng","United Kingdom","24768437",2014,4,29,"International Livestock Research Institute, P.O. Box 30709, 00100 Nairobi, Kenya; University of Reading, Whiteknights, P.O. Box 217, Reading, Berkshire RG6 6AH, UK. Electronic address: swwanyoike@yahoo.com.","Kairu-Wanyoike","S W","SW","Taylor","N M","NM","S W Kairu-Wanyoike, H Kiara, C Heffernan, S Kaitibie, G K Gitau, D McKeever, N M Taylor","CBPP is an important transboundary disease in sub-Saharan Africa whose control is urgent. Participatory data collection involving 52 focus group discussions in 37 village clusters and key informant interviews, a cross-sectional study involving 232 households and a post-vaccination follow up involving 203 households was carried out in 2006-2007 in Narok South district of Kenya. This was to investigate knowledge, attitudes, perceptions and practices (KAPP) associated with control of CBPP as well as the adverse post-vaccination reactions in animals in order to advice the control policy. The community perceived trans-boundary CBPP threat to their cattle. They had traditional disease coping mechanisms and were conversant with CBPP prevention and control with 49.8% (95%CI: 42.8-56.7%) giving priority to CBPP control. However, 12.9% (95%CI: 9.0-18.1%) of pastoralists had no knowledge of any prevention method and 10.0% (95%CI: 6.5-14.7%) would not know what to do or would do nothing in the event of an outbreak. Although 43.5% (95%CI: 37.1-50.2%) of pastoralists were treating CBPP cases with antimicrobials, 62.5% (95%CI: 52.1-71.7%) of them doubted the effectiveness of the treatments. Pastoralists perceived vaccination to be the solution to CBPP but vaccination was irregular due to unavailability of the vaccine. Vaccination was mainly to control outbreaks rather than preventive and exhibited adverse post-vaccination reactions among 70.4% (95%CI: 63.6-76.5%) of herds and 3.8% (95%CI: 3.5-4.2%) of animals. Consequently, nearly 25.2% (95%CI: 18.5-33.2%) of pastoralists may resist subsequent vaccinations against CBPP. Pastoralists preferred CBPP vaccination at certain times of the year and that it is combined with other vaccinations. In conclusion, pastoralists were not fully aware of the preventive measures and interventions and post-vaccination reactions may discourage subsequent CBPP vaccinations. Consequently there is need for monitoring and management of post vaccination reactions and awareness creation on CBPP prevention and interventions and their merits and demerits. CBPP vaccine was largely unavailable to the pastoralists and the preference of the pastoralists was for vaccination at specified times and vaccine combinations which makes it necessary to avail the vaccine in conformity with the pastoralists preferences. In addition, planning vaccinations should involve pastoralists and neighbouring countries. As the results cannot be generalized, further studies on CBPP control methods and their effectiveness are recommended.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24768437"
"812","Estimation of impact of contagious bovine pleuropneumonia on pastoralists in Kenya.","eng","Netherlands","24767814",2014,4,29,"Department of Production and Population Health, Veterinary Epidemiology and Public Health Group, Royal Veterinary College, Hawkshead Lane, AL97TA Hatfield, United Kingdom. Electronic address: jonono@rvc.ac.uk.","Onono","J O","JO","Rushton","J","J","J O Onono, B Wieland, J Rushton","Contagious bovine pleuropneumonia (CBPP) is an infectious disease which impacts cattle production in sub-Saharan Africa. To adequately allocate resources for its control, there is a need to assess its impact on cattle producers. The present study estimated the impact of CBPP on pastoralists through analysis of various strategies employed for its control in cattle herds including: preventive vaccination, antimicrobial treatment, slaughter of clinical cases and other combinations of these control strategies. The assessment was based on a loss-expenditure frontier framework to identify a control strategy with minimum cost from both expenditures on control strategies and output losses due to mortalities, reduced milk yield, reduced weight gain and reduced fertility rate. The analysis was undertaken in a stochastic spreadsheet model. The control strategy with minimum cost per herd was preventive vaccination with an estimated cost of US$ 193 (90% CI; 170-215) per 100 cows per year, while slaughter of clinical cases had an estimated cost of US$ 912 (90% CI; 775-1055) per 100 cows per year. The impact of CBPP to the nation was estimated at US$ 7.6 (90% CI; 6.5-8.7) million per year. Yet, if all pastoralists whose cattle are at high risk of infection adopted preventive vaccination, the aggregate national impact would be US$ 3.3 (90% CI; 2.9-3.7) million per year, with savings amounting to US$ 4.3 million through reallocation of control expenditures. The analysis predicted that control of CBPP in Kenya is profitable through preventive vaccination. However, further research is recommended for the technical and financial feasibility of implementing a vaccine delivery system in pastoral areas where CBPP is endemic.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24767814"
"813","Reduced virulence of an extensively drug-resistant outbreak strain of Mycobacterium tuberculosis in a murine model.","eng","United States","10.1371/journal.pone.0094953",2014,4,16,"Human Vaccine Institute, Duke University School of Medicine, Durham, North Carolina, United States of America.","Smith","Kristen L Jurcic","KL","Lee","Sunhee","S","Kristen L Jurcic Smith, Divey Saini, Svetoslav Bardarov, Michelle Larsen, Richard Frothingham, Neel R Gandhi, William R Jacobs, A Willem Sturm, Sunhee Lee","Bacterial drug resistance is often associated with a fitness cost. Large outbreaks of multidrug-resistant (MDR) and extensively drug-resistant (XDR) TB have been described that predominately affect persons with HIV infection. We obtained four closely-related Mycobacterium tuberculosis strains (genotype F15/LAM4/KZN) from an outbreak in KwaZulu-Natal (KZN), South Africa, including drug-sensitive, MDR, and XDR clinical isolates. We compared the virulence of these strains in a murine model of aerosol M. tuberculosis infection for four phenotypes: (1) competitive in vivo growth in lung and spleen, (2) non-competitive in vivo growth in lung and spleen, (3) murine survival time, and (4) lung pathology. When mixtures of sensitive, MDR, and XDR KZN strains were aerosolized (competitive model), lung CFUs were similar at 60 days after infection, and spleen CFUs were ordered as follows: sensitive &gt; MDR &gt; XDR. When individual strains were aerosolized (non-competitive model), modest differences in lung and spleen CFUs were observed with the same ordering. C57BL/6, C3H/FeJ, and SCID mice all survived longer after infection with MDR as compared to sensitive strains. SCID mice infected with an XDR strain survived longer than those infected with MDR or sensitive strains. Lung pathology was reduced after XDR TB infection compared to sensitive or MDR TB infection. In summary, increasing degrees of drug resistance were associated with decreasing murine virulence in this collection of KZN strains as measured by all four virulence phenotypes. The predominance of HIV-infected patients in MDR and XDR TB outbreaks may be explained by decreased virulence of these strains in humans.","http://www.ncbi.nlm.nih.gov/pubmed/?term=10.1371/journal.pone.0094953"
"814","Planning for human papillomavirus (HPV) vaccination in sub-Saharan Africa: a modeling-based approach.","eng","United States","24731734",2014,4,16,"Department of Epidemiology and Public Health, University of Maryland School of Medicine, United States; Department of Medicine, University of Maryland School of Medicine, United States. Electronic address: ktracy@epi.umaryland.edu.","Tracy","J Kathleen","JK","Gaff","Holly D","HD","J Kathleen Tracy, Nicholas H Schluterman, Christina Greene, Samba O Sow, Holly D Gaff","BACKGROUND: Human papillomavirus (HPV) vaccines have the potential to reduce cervical cancer incidence and mortality, particularly in the parts of the developing world that bear the greatest burden of disease. This research sought to predict the impact and cost-effectiveness of an HPV vaccination program in an example low-resource country with a high burden of cervical cancer: Mali, West Africa.METHODS: Novel compartmental mathematical models projected the impact of adolescent HPV vaccination in urban and rural areas of Mali. The models accounted for two high-risk vaccine-types: HPV 16 and 18. We then attached comprehensive real cost and cost-effectiveness estimates.RESULTS: Our models predict that HPV vaccination in Mali will reduce cervical cancer burden by a factor roughly equal to vaccine coverage. A point vaccination program was simulated in a cohort of 333,146 urban and 588,982 rural Malian women, age 10-14. Vaccination of 50% of girls reduced the peak prevalence of HPV 16/18 to 5.0% in the urban setting and 9.6% in the rural setting, down from 11.7% and 22.0%, respectively, with no vaccination. The 50% vaccination scenario averted 1145 cervical cancer deaths in the urban group and 2742 in the rural group. The cost per discounted life-year saved in this scenario was 1030 US dollars (urban) and 725 dollars (rural). The cost per life-year saved was higher at 90% coverage, but was still in the range of a &quot;cost-effective&quot; public health intervention.CONCLUSIONS: This research yielded the most comprehensive real cost estimates of HPV vaccination yet published for sub-Saharan Africa. Our models indicate that HPV vaccination in Mali will be cost-effective when introduced. To maximize the benefit using limited resources, vaccination programs may begin with a target coverage of about 50%. We anticipate that costs of reaching late adopters after the First Vaccinated Wave of vaccination will be higher, but worthwhile.","http://www.ncbi.nlm.nih.gov/pubmed/?term=24731734"
"815","Using baseline and formative evaluation data to inform the Uganda Helmet Vaccine Initiative.","eng","England","20/4_suppl/37",2014,4,12,"1.Division of Unintentional Injury Prevention, Centers for Disease Control and Prevention, Atlanta, GA, USA.","Roehler","Douglas R","DR","Dellinger","Ann M","AM","Douglas R Roehler, Rebecca B Naumann, Boniface Mutatina, Mable Nakitto, Barbara Mwanje, Lotte Brondum, Claire Blanchard, Grant T Baldwin, Ann M Dellinger","Motorcycles are an important form of transportation in Uganda, and are involved in more road traffic injuries than any other vehicle. The majority of motorcycles in Uganda are used as motorcycle taxis, better known locally as boda bodas. Research shows that a motorcycle helmet is effective at reducing a rider's risk of death and head injury. As part of the Uganda Helmet Vaccine Initiative (UHVI), researchers collected baseline and formative evaluation data on boda boda operators' helmet attitudes, beliefs, and behaviors to inform UHVI activities. Researchers collected data on motorcycle helmet-related attitudes and beliefs through focus group discussions and structured roadside interviews, and researchers conducted roadside observations to collect data on helmet-wearing behaviors. Of the 12,189 motorcycle operators and passengers observed during roadside observations, 30.8% of drivers and &lt;1% of passengers were wearing helmets. The most commonly reported helmet-wearing barriers from the focus group discussions and structured roadside interviews were: (1) 'Helmet is uncomfortable', (2) 'Helmet is too hot', (3) 'Helmet is too expensive', and (4) 'Helmet is of low quality'. Researchers incorporated findings from the formative research into the UHVI campaign to increase motorcycle helmet use. Radio messages addressing helmet comfort and cost were widely aired throughout Kampala, Uganda. In addition, campaign staff held nine boda boda operator workshops, covering approximately 900 operators, in which the facilitator addressed barriers and facilitators to helmet use. Each workshop participant received a high-quality tropical motorcycle helmet. UHVI will continue to use a data-driven approach to future campaign activities.","http://www.ncbi.nlm.nih.gov/pubmed/?term=20/4_suppl/37"
